sample_id,timestamp,Label,Max_Amplitude,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60,R61,R62,R63,R64
1075,0,Fake,3286,0,0,0,58,192,315,416,355,619,624,859,937,871,1145,1249,1314,1456,1580,1630,1774,1916,1920,2096,2322,2371,2347,2463,2584,2688,2768,2899,2993,3286,2962,2816,2688,2588,2558,2310,2211,1949,2000,1888,1771,1617,1553,1424,1291,1245,1096,980,840,861,653,369,432,338,273,156,31,0,0,0,0
1076,0,Fake,3218,0,0,0,97,163,305,403,403,546,730,841,896,1041,1152,1252,1337,1424,1574,1654,1770,1870,1911,2145,2199,2246,2198,2467,2586,2679,2753,2830,2994,3218,2960,2829,2650,2610,2547,2458,2194,2111,1997,1899,1749,1667,1535,1424,1338,1214,1093,944,707,630,671,511,438,337,234,189,29,0,0,0,0
1077,0,Fake,3099,0,0,65,90,192,314,419,528,624,656,836,989,1042,1204,1133,1270,1264,1577,1673,1754,1856,1970,2069,2229,2287,2368,2477,2551,2559,2832,2919,2992,3099,2973,2816,2703,2559,2448,2351,2307,2098,2027,1720,1891,1687,1535,1423,1315,1226,1106,948,877,731,640,487,444,328,268,259,19,0,0,0,0
1078,0,Fake,3139,0,0,0,118,146,157,403,511,635,715,834,933,1004,1168,1284,1367,1369,1559,1799,1905,1871,1968,2078,2155,2271,2382,2495,2556,2779,2779,2902,2967,3091,3139,2828,2693,2604,2438,2347,2241,2119,1979,1885,1777,1625,1557,1403,1185,1203,1096,976,848,750,660,550,486,323,211,0,0,0,0,0,0
1079,0,Fake,3096,0,0,146,80,189,304,413,496,606,706,805,938,1152,1167,1152,1426,1407,1569,1678,1776,1855,1974,2067,2192,2283,2363,2471,2416,2790,2775,2960,2993,3096,2959,2832,2698,2554,2449,2353,2232,2147,2018,1881,1791,1662,1535,1424,1313,1178,1088,978,863,768,658,549,411,429,273,114,0,0,0,0,0
1080,0,Fake,3090,0,38,0,94,195,269,410,497,595,732,832,928,892,983,1181,1296,1462,1567,1635,1739,1850,1970,2029,2184,2271,2357,2496,2598,2630,2514,2903,2992,3090,2934,2813,2694,2595,2453,2351,2086,2151,2091,1842,1759,1662,1535,1427,1317,1205,1008,960,893,770,636,611,408,276,157,142,16,0,0,0,0
1081,0,Fake,3069,0,0,0,133,193,283,414,557,621,909,784,923,1043,1141,1247,1395,1470,1569,1669,1760,1879,1911,2065,2142,2278,2342,2513,2559,2671,2785,2898,3025,3069,2931,2814,2556,2555,2475,2354,2183,2128,2002,1874,1790,1654,1529,1437,1271,1195,1073,955,863,751,640,470,438,331,247,104,21,0,0,0,0
1082,0,Fake,3120,0,0,0,81,199,280,402,529,589,690,828,943,848,1091,1227,1371,1455,1574,1673,1745,1877,1970,2074,2193,2273,2425,2277,2544,2675,2793,2883,2993,3120,2957,2809,2699,2587,2453,2342,2209,2142,2165,1874,1693,1651,1535,1428,1305,1213,1087,983,817,767,651,643,507,343,82,130,19,0,0,0,0
1083,0,Fake,3127,0,0,0,100,192,310,411,528,597,720,821,1083,1034,1265,1094,1418,1507,1576,1904,1772,1872,1991,2063,2179,2267,2132,2430,2499,2673,2815,2881,2997,3127,2965,2759,2703,2559,2472,2341,2016,2101,1922,1991,1779,1639,1535,1434,1269,1203,1113,939,862,750,672,543,622,349,265,112,28,0,0,0,0
1084,0,Fake,3096,0,0,53,172,211,273,403,524,616,787,853,931,1052,1150,1253,1301,1566,1490,1670,1800,1873,1971,2071,2189,2270,2379,2473,2559,2677,2778,2933,3055,3096,2928,2832,2704,2590,2450,2337,2227,2107,2019,1871,1758,1757,1535,1413,1298,1204,1190,987,871,729,657,511,447,375,213,179,6,0,0,0,0
1085,0,Fake,3122,0,0,69,45,89,453,400,507,613,712,847,934,1009,1149,1285,1344,1310,1604,1664,1861,1881,1971,2071,2180,2271,2386,2467,2559,2658,2762,2859,3029,3120,3122,2815,2713,2582,2464,2345,2219,2087,2001,1835,1750,1629,1601,1511,1456,1202,1091,944,894,761,656,498,435,400,233,208,16,0,0,0,0
1086,0,Fake,3085,0,0,0,155,146,368,404,511,640,718,832,932,1104,1159,1264,1328,1424,1682,1705,1823,1863,1967,2108,2182,2269,2368,2479,2582,2832,2791,2944,2942,3085,2859,2832,2695,2591,2445,2351,2238,2107,1990,1866,1764,1755,1535,1522,1519,1210,1058,974,865,769,655,498,432,394,249,203,0,0,0,0,0
1087,0,Fake,3120,0,0,0,102,92,287,622,480,608,827,838,939,1066,1137,1264,1358,1443,1578,1703,1787,2086,1960,2083,2013,2285,2373,2465,2559,2696,2783,2887,2992,3120,2967,2843,2707,2395,2594,2349,2229,2103,2000,1847,1776,1735,1553,1461,1327,1072,1074,840,1002,766,660,599,428,282,239,116,33,0,0,0,0
1088,0,Fake,3119,0,0,0,96,193,310,411,528,624,726,830,942,1054,1142,1247,1351,1470,1574,1667,1773,1870,1979,2090,2171,2278,2375,2481,2590,2674,2780,2885,2976,3119,2960,2895,2699,2559,2522,2341,2225,2112,1980,1890,1778,1662,1535,1415,1317,1207,1096,934,880,723,657,380,415,296,190,126,26,0,0,0,0
1089,0,Fake,3099,0,0,0,103,176,273,400,529,590,727,971,992,1079,1060,1345,1353,1457,1578,1664,1776,1872,1991,2121,2169,2339,2311,2497,2559,2681,2790,2896,3009,3099,2931,2833,2728,2629,2459,2317,2201,2059,1978,1915,1765,1663,1535,1451,1332,1200,1126,990,853,753,710,595,432,402,232,125,16,0,0,0,0
1090,0,Fake,3121,0,0,0,111,166,260,421,564,531,806,703,919,1040,1151,1195,1338,1474,1571,1678,1775,1938,1989,2094,2291,2283,2431,2482,2590,2695,2775,2891,3008,3121,2951,2638,2682,2689,2530,2279,2187,2112,1996,1856,1757,1639,1535,1457,1329,1291,1097,923,843,651,678,554,435,336,240,156,39,0,0,0,0
1091,0,Fake,3109,0,0,0,87,190,419,487,559,592,725,830,955,1020,1184,1211,1334,1468,1530,1655,1846,1984,2064,2089,2176,2272,2387,2482,2559,2671,2798,2883,3013,3109,3067,2818,2679,2608,2478,2283,2223,2111,1990,1895,1760,1650,1506,1313,1408,1254,1390,961,873,759,663,536,443,305,211,128,117,0,0,0,0
1092,0,Fake,3114,0,0,0,87,198,305,421,578,626,720,818,942,1021,1137,1203,1394,1441,1579,1519,1834,1856,1941,2081,2172,2256,2399,2487,2559,2688,2736,2894,2999,3114,2955,2801,2630,2589,2464,2341,2213,2115,2000,1908,1775,1655,1519,1347,1267,1191,1136,978,874,781,615,548,426,331,249,176,21,25,0,0,0
1093,0,Fake,3110,0,0,0,143,162,416,388,511,619,720,837,916,1009,1146,1253,1359,1465,1571,1676,1964,1993,1898,1997,2181,2284,2387,2493,2559,2682,2789,2902,2979,3110,3067,2782,2711,2706,2457,2333,2241,2124,2002,1882,1774,1659,1550,1446,1343,1274,1009,944,880,768,690,569,439,337,219,130,32,0,0,0,0
1094,0,Fake,3091,0,0,31,52,207,278,416,524,620,705,834,927,1023,1126,1257,1293,1332,1502,1658,1986,1869,1974,2041,2160,2295,2365,2480,2593,2695,2798,2902,3035,3091,2927,2832,2695,2551,2478,2349,2226,2112,1999,1897,1819,1691,1562,1419,1379,1215,1098,967,923,752,656,560,446,313,247,141,0,0,0,0,0
1095,0,Fake,3101,0,0,11,71,215,310,392,502,624,733,827,902,1019,1126,1247,1360,1589,1484,1796,1797,1760,1972,2077,2173,2255,2390,2495,2559,2678,2783,2843,3006,3101,2921,2846,2704,2587,2453,2345,2167,2112,2005,1858,1775,1669,1380,1405,1294,1325,1091,979,875,751,667,560,438,345,214,135,0,0,0,0,0
1096,0,Fake,3099,0,0,11,85,299,243,435,392,626,725,833,912,1043,1149,1248,1354,1347,1565,1592,1738,1869,2111,2077,2187,2224,2371,2441,2559,2696,2788,2672,2995,3099,2911,2799,2499,2559,2448,2369,2224,2307,1993,1906,1776,1727,1534,1459,1179,1223,1126,982,867,774,635,545,434,351,221,161,16,0,0,0,0
1097,0,Fake,3115,0,0,16,96,189,301,426,507,492,749,724,986,1014,853,1247,1361,1422,1535,1665,1766,1916,1983,2099,2185,2329,2388,2531,2617,2675,2779,2854,3008,3115,2958,2806,2699,2512,2480,2421,2277,2154,1974,1884,1770,1633,1535,1448,1328,1215,1102,891,851,723,664,554,369,337,238,176,28,0,0,0,0
1098,0,Fake,3143,0,0,0,88,150,368,412,532,634,708,829,934,1068,1137,1223,1369,1456,1701,1619,1753,1872,1963,2055,2162,2266,2368,2548,2587,2682,2782,3090,2960,3143,2958,2818,2700,2528,2465,2343,2223,2096,2002,1853,1747,1755,1535,1471,1118,1199,1085,976,947,767,650,534,482,339,222,2,50,0,0,0,0
1099,0,Fake,3110,0,0,0,90,214,145,279,497,701,723,827,937,1002,1098,1274,1365,1475,1566,1598,1808,1738,1968,2037,2181,2270,2368,2487,2587,2683,2831,2887,3006,3110,2906,2927,2659,2545,2464,2330,2224,2174,2007,1904,1735,1646,1534,1378,1281,1210,1102,967,846,764,656,560,447,327,221,112,35,0,0,0,0
1100,0,Fake,3071,0,0,14,94,204,290,399,566,623,681,848,1152,1044,1075,1331,1353,1655,1579,1673,1787,1853,1922,2079,2239,2267,2380,2479,2491,2681,2798,2932,2993,3071,2962,2833,2720,2579,2458,2335,2256,2126,1926,1929,1738,1535,1535,1427,1314,1195,1106,947,935,784,652,574,357,273,234,132,16,0,0,0,0
1101,0,Fake,3071,0,0,0,96,197,275,335,530,635,727,832,925,1196,1064,1195,1395,1443,1566,1673,1799,1879,1955,2085,2206,2272,2167,2474,2606,2624,2767,2800,3007,3071,2902,2813,2703,2589,2457,2340,2200,2129,2085,1847,1810,1717,1535,1433,1201,1216,1077,977,883,766,698,543,382,285,187,129,25,0,0,0,0
1102,0,Fake,3093,0,0,0,96,124,336,396,511,624,733,833,889,1041,1126,1255,1361,1489,1451,1680,1614,1885,1976,2078,2154,2277,2391,2511,2559,2671,2559,2706,3049,3093,2975,2809,2705,2588,2398,2333,2225,2149,2015,1883,1719,1653,1747,1514,1329,1185,1087,980,863,754,657,543,493,340,272,131,34,0,0,0,0
1103,0,Fake,3168,0,0,42,72,198,245,527,749,752,735,1041,939,1090,1138,1232,1348,1481,1572,1678,1775,1870,2011,2081,2080,2306,2365,2485,2594,2687,2809,2865,3007,3116,3168,2817,2683,2555,2341,2353,2222,2113,2002,1857,1766,1648,1533,1391,1250,1124,1087,982,848,791,650,544,442,332,236,106,3,0,0,0,0
1104,0,Fake,3103,0,0,0,98,194,304,402,511,629,723,828,931,1041,1150,1249,1351,1455,1566,1666,1769,1870,1968,2083,2183,2269,2373,2478,2559,2683,2796,2883,2990,3103,2960,2826,2693,2559,2453,2335,2224,2106,1987,1881,1769,1655,1535,1428,1321,1202,1087,976,876,761,657,553,441,333,227,143,17,0,0,0,0
1105,0,Fake,3206,0,0,0,81,176,307,402,511,528,701,801,911,1041,1145,1214,1366,1441,1556,1616,1763,1817,1991,2143,2197,2289,2587,2482,2559,2671,2761,2896,2989,3206,2942,2844,2686,2467,2476,2362,2256,2119,1995,1857,1759,1648,1534,1433,1308,1200,1055,1182,958,704,883,532,439,324,224,128,44,0,0,0,0
1106,0,Fake,3111,0,0,47,117,140,299,409,528,609,723,832,944,1060,1128,1238,1264,1405,1649,1634,1771,1871,1957,2106,2138,2283,2349,2427,2606,2722,2798,2666,3007,3111,2949,2813,2686,2559,2458,2323,2225,2112,1985,1807,1711,1694,1489,1522,1340,1207,1088,1023,859,788,656,504,450,307,237,272,48,0,0,0,0
1107,0,Fake,3099,0,0,0,91,197,327,405,535,670,784,838,941,950,1166,1302,1211,1458,1579,1668,1824,1862,1957,2102,2161,2272,2286,2501,2655,2837,2783,2894,2992,3099,2959,2822,2733,2559,2416,2334,2223,2117,1968,1886,1766,1617,1535,1424,1325,1153,1072,963,887,710,656,399,400,446,259,368,27,0,0,0,0
1108,0,Fake,3151,0,0,0,84,171,290,426,507,592,721,916,927,1154,1095,1324,1394,1459,1565,1648,1761,1893,1986,2073,2226,2273,2331,2363,2499,2734,3125,2899,3003,3151,3006,2813,2711,2603,2459,2331,2279,2090,1980,1940,1787,1584,1521,1435,1387,1165,1086,967,891,783,678,523,569,304,260,59,18,0,0,0,0
1109,0,Fake,3104,0,0,0,0,288,320,471,511,624,735,876,912,1050,1157,1238,1360,1436,1534,1742,1875,1734,1967,2082,2171,2267,2383,2482,2558,2672,2771,2703,2973,3104,2934,2815,2972,2585,2455,2346,2222,2097,2002,1893,1760,1575,1555,1328,1283,1123,1347,986,870,752,608,563,439,323,225,134,42,0,0,0,0
1110,0,Fake,3123,0,0,15,0,327,327,285,528,670,720,844,892,1039,1155,1237,1360,1431,1535,1655,1767,1819,1982,2081,2190,2297,2365,2448,2590,2672,2771,3123,3004,3100,2935,2785,2655,2581,2463,2347,2227,2115,1997,1885,1788,1649,1535,1314,1293,1157,1153,976,864,754,671,541,426,321,237,114,17,0,0,0,0
1111,0,Fake,3102,0,0,10,108,203,306,406,544,626,820,761,924,1035,1142,1260,1360,1473,1573,1666,1700,1865,1974,2027,2210,2287,2383,2529,2591,2679,2780,2911,3007,3102,2928,2807,2703,2489,2416,2384,2335,2083,2096,1880,1767,1648,1573,1439,1320,1213,1057,977,830,624,675,577,373,335,231,136,0,0,0,0,0
1112,0,Fake,3093,0,0,5,123,189,319,431,432,624,591,1052,942,1046,1153,1232,1380,1479,1527,1679,1778,1973,2031,2047,2185,2165,2388,2487,2581,2675,2813,2886,2995,3093,2951,2832,2698,2401,2422,2411,2235,2122,2001,1869,1776,1600,1535,1427,1342,1183,1096,913,896,749,858,551,441,332,255,115,20,0,0,0,0
1113,0,Fake,3173,0,0,0,0,201,313,501,447,423,726,833,945,1019,1135,1255,1399,1472,1579,1531,1808,1979,1943,2090,2170,2271,2359,2468,2559,2714,2774,2896,3008,3173,2974,2809,2658,2582,2465,2333,2224,2093,1989,1919,1777,1639,1535,1424,1313,1235,1041,961,682,759,656,554,458,342,238,134,14,0,0,0,0
1114,0,Fake,3009,0,0,12,78,182,297,486,511,653,752,759,800,1005,1144,1247,1349,1435,1578,1645,1769,1936,1983,2288,2179,2063,2448,2480,2602,2675,2780,2883,3009,3009,2954,2822,2702,2592,2394,2190,2260,2182,1824,1902,1766,1655,1559,1443,1346,1193,1072,969,787,786,714,593,481,389,229,123,21,0,0,0,0
1115,0,Fake,3107,0,9,0,159,102,304,413,535,597,738,822,1008,1040,1143,1225,1283,1392,1581,1658,1770,1862,2000,2101,2176,2269,2371,2487,2587,2542,2827,3105,3043,3107,2946,2818,2693,2526,2464,2111,2241,2096,1994,1858,1765,1581,1534,1392,1422,1203,1079,1021,846,750,637,464,422,420,210,37,0,0,0,0,0
1116,0,Fake,3103,0,0,0,149,200,319,441,467,469,725,833,955,1063,1136,1247,1342,1471,1347,1636,1999,1725,1931,2322,2181,2265,2373,2494,2559,2695,2768,2897,2994,3103,2896,2739,2710,2300,2448,2341,2226,2073,1945,1887,1775,1679,1535,1367,1146,1303,1095,1124,883,761,656,550,447,354,227,132,0,0,0,0,0
1117,0,Fake,3109,0,0,0,91,199,304,415,526,618,725,828,938,1047,1139,1250,1359,1473,1571,1676,1774,1872,1971,2074,2173,2278,2377,2483,2591,2673,2777,2879,2995,3109,2960,2819,2694,2559,2468,2347,2223,2109,1991,1886,1772,1661,1535,1429,1318,1206,1087,975,864,765,656,544,438,330,224,122,16,0,0,0,0
1118,0,Fake,3122,0,0,0,144,176,316,407,511,647,717,879,921,1002,1153,1220,1358,1601,1525,1677,1592,1873,1968,2082,2160,2283,2380,2417,2559,2735,2786,3116,3006,3122,2764,2839,2702,2559,2410,2335,2231,2117,2032,1816,1743,1523,1647,1479,1376,1201,1099,985,706,698,657,544,447,333,358,61,4,0,0,0,0
1119,0,Fake,3107,0,0,0,65,217,292,405,521,626,681,824,865,1007,1147,1169,1406,1410,1520,1528,1781,1867,1972,2015,2183,2283,2407,2485,2559,2768,2743,3006,2962,3107,2946,2832,2688,2512,2449,2367,2237,2116,1985,1763,1785,1762,1456,1412,1297,1203,1095,940,848,747,643,523,445,368,227,42,127,0,0,0,0
1120,0,Fake,3095,0,0,0,87,167,292,400,538,592,719,804,828,963,1068,1246,1351,1456,1558,1674,1805,1859,1968,2064,2180,2499,2349,2483,2618,2665,2638,2884,2993,3095,2960,2823,2698,2597,2454,2326,2225,2137,1965,1885,1776,1661,1527,1456,1309,1200,1095,976,856,821,647,533,345,295,272,119,10,0,0,0,0
1121,0,Fake,3056,0,0,6,82,197,313,412,496,630,862,780,967,1023,1146,1247,1332,1449,1505,1670,1591,1873,1791,2096,2098,2285,2326,2559,2559,2679,2777,2921,2998,3056,2995,2853,2694,2593,2369,2242,2209,2079,1997,1867,1787,1653,1555,1432,1285,1269,1091,912,805,865,626,651,434,331,229,159,16,0,0,0,0
1122,0,Fake,3115,0,0,46,70,212,291,387,527,551,597,742,911,928,1130,1259,1347,1458,1579,1634,1723,1902,1983,2069,2199,2482,2387,2528,2626,2679,2781,2895,2995,3115,2958,2803,2691,2591,2455,2385,2320,2240,1999,1890,1776,1653,1487,1437,1324,1230,1099,983,881,806,755,539,258,337,230,121,27,0,0,0,0
1123,0,Fake,3113,0,0,0,133,191,315,432,543,649,779,911,941,1054,1131,1249,1360,1461,1595,1692,1612,1878,2005,2081,2196,2367,2370,2475,2583,2704,2782,2891,3026,3113,2983,2809,2702,2537,2455,2161,2223,2113,2004,1872,1788,1663,1603,1470,1330,1225,1122,968,926,782,659,554,432,314,247,128,9,0,0,0,0
1124,0,Fake,3116,0,0,0,85,261,340,404,414,611,723,831,947,1040,1168,1255,1328,1474,1645,1669,1699,1878,1974,2078,2179,2278,2378,2467,2591,2673,2784,2884,2777,3116,2923,2975,2701,2633,2458,2336,2251,2128,1998,1888,1751,1687,1535,1420,1296,1183,1039,1133,863,765,657,576,457,337,198,80,74,17,0,0,0
1125,0,Fake,3145,0,0,0,95,159,262,402,529,624,730,827,958,1044,1050,1230,1199,1488,1578,1677,1793,1878,1955,2078,2247,2275,2443,2451,2723,2671,2871,2887,2994,3145,2960,2842,2683,2559,2471,2355,2229,2103,1974,1966,1774,1787,1535,1425,1310,1216,1071,978,880,733,657,528,591,346,211,10,19,0,0,0,0
1126,0,Fake,3173,0,0,0,115,223,302,391,551,587,723,822,944,1043,1155,1217,1350,1459,1655,1716,1756,1803,1962,2096,2179,2270,2377,2466,2559,2686,2781,2881,3173,3098,2795,2819,2753,2583,2450,2347,2235,2126,1973,1883,1786,1663,1503,1426,1335,1194,1014,1008,860,755,630,538,452,336,237,117,32,0,0,0,0
1127,0,Fake,3120,0,0,0,100,165,208,384,527,645,732,838,973,1023,1137,1266,1364,1471,1559,1721,1750,1869,1970,2069,2192,2276,2382,2455,2445,2685,2828,2880,3003,3120,2950,2801,2741,2559,2499,2335,2223,2127,1990,1882,1762,1645,1535,1477,1318,1168,1101,959,831,759,657,557,397,325,214,115,20,0,0,0,0
1128,0,Fake,3090,0,0,5,64,169,311,419,490,592,712,829,933,1054,1136,1251,1343,1472,1570,1675,1746,2008,1991,2087,2289,2283,2368,2473,2559,2754,2787,2901,2993,3090,2899,2897,2697,2589,2470,2345,2235,2102,2005,1873,1775,1665,1561,1422,1231,1216,1180,906,833,781,654,545,419,343,207,126,0,0,0,0,0
1129,0,Fake,3125,0,0,0,89,200,304,434,530,628,726,827,952,1130,1141,1270,1381,1601,1564,1666,1771,1879,1969,2101,2170,2243,2302,2481,2599,2499,2785,2871,3125,3106,2949,2805,2683,2534,2459,2331,2149,2115,1981,1883,1699,1675,1577,1424,1325,1201,1065,967,854,777,650,545,464,313,189,152,52,0,0,0,0
1130,0,Fake,3091,0,0,0,94,176,298,407,495,625,688,832,930,1040,1141,1247,1345,1459,1589,1675,1761,1869,1969,2084,2178,2270,2368,2479,2587,2682,2772,2883,2997,3091,2963,2830,2690,2559,2448,2345,2230,2112,1990,1877,1772,1663,1535,1425,1312,1202,1097,968,865,757,658,551,432,326,222,124,18,0,0,0,0
1131,0,Fake,3046,0,0,9,99,149,313,320,534,667,725,823,926,1045,1139,1216,1351,1439,1569,1629,1750,1980,1984,2074,2174,2250,2368,2469,2559,2659,2770,2866,2985,3046,2954,2893,2671,2559,2442,2342,2225,2086,1987,1875,1774,1643,1535,1424,1314,1200,1099,978,807,751,655,560,368,316,224,138,49,0,0,0,0
1132,0,Fake,3113,0,0,0,0,144,209,426,478,619,731,823,942,1023,1150,1273,1356,1456,1534,1805,1740,1922,1909,2071,2172,2270,2387,2481,2591,2663,2800,2890,2937,3113,2903,2823,2673,2508,2463,2332,2287,2136,1995,1895,1762,1662,1509,1440,1290,1182,1082,991,858,762,656,560,409,320,213,112,30,0,0,0,0
1133,0,Fake,3089,0,0,0,89,196,322,418,531,628,728,839,987,1054,1089,1241,1367,1638,1568,1680,1765,1837,1968,2081,2165,2256,2367,2473,2559,2507,2805,2909,2992,3089,2969,2811,2651,2499,2463,2338,2226,2246,1999,1991,1755,1506,1520,1422,1312,1156,1091,980,861,753,656,502,443,375,218,131,43,0,0,0,0
1134,0,Fake,3120,0,0,0,99,200,309,413,543,688,742,839,975,1151,1113,1267,1353,1408,1582,1679,1762,1859,1957,2083,2160,2256,2171,2474,2437,2675,2620,2870,2995,3120,3040,2832,2691,2559,2457,2352,2237,2111,2011,1904,1766,1419,1535,1424,1299,1213,1101,973,844,775,657,558,427,287,247,126,24,0,0,0,0
1135,0,Fake,3143,0,0,0,93,218,299,385,593,609,813,831,935,1040,1121,1264,1359,1499,1597,1669,1685,2041,1839,2061,2161,2267,2369,2476,2608,2681,2794,2891,2999,3143,3003,2815,2753,2559,2720,2327,2218,2103,1982,1827,1768,1713,1520,1423,1267,1357,1162,960,874,733,652,540,454,341,238,103,34,0,0,0,0
1136,0,Fake,3095,0,0,0,114,246,233,482,511,631,726,834,905,1047,1143,1247,1334,1457,1663,1662,1727,1715,1965,2064,2176,2273,2421,2477,2559,2689,2778,2883,2945,3095,2998,2826,2751,2282,2439,2336,2211,2107,2003,1906,1763,1698,1481,1431,1233,1191,1107,1099,871,763,634,484,398,335,210,142,16,0,0,0,0
1137,0,Fake,3184,0,0,0,94,229,304,396,528,629,709,862,942,1057,903,1241,1355,1454,1527,1689,1783,1871,1987,2006,2157,2185,2384,2465,2633,2685,2787,2881,2995,3184,2954,2826,2704,2559,2468,2461,2240,2042,1931,1856,1776,1670,1526,1427,1296,1175,1091,967,751,712,627,564,432,323,221,48,53,0,0,0,0
1138,0,Fake,3168,0,0,0,72,239,310,391,511,615,723,849,928,1038,1152,1237,1350,1360,1570,1603,1781,1850,2016,2083,2182,2299,2354,2480,2610,2676,2785,3168,3088,3113,2946,2823,2686,2559,2463,2364,2224,2087,1986,1877,1784,1659,1535,1433,1270,1186,1105,976,869,736,645,549,432,290,234,16,17,0,0,0,0
1139,0,Fake,3088,0,0,0,67,189,304,411,511,651,767,856,862,1065,1127,1250,1359,1442,1561,1655,1774,1895,1950,2149,2170,2233,2349,2447,2481,2686,2786,2895,3008,3088,2951,2800,2715,2789,2448,2352,2096,2031,2047,1878,1763,1669,1535,1429,1313,1209,1104,944,865,822,506,471,354,331,224,119,31,0,0,0,0
1140,0,Fake,3109,0,0,0,95,196,304,406,508,619,721,828,930,1040,1138,1247,1350,1462,1568,1670,1744,1877,1977,2068,2166,2272,2371,2480,2585,2672,2772,2882,2998,3109,2951,2832,2694,2581,2462,2327,2222,2112,1997,1872,1762,1649,1535,1431,1318,1200,1087,974,865,759,638,544,433,333,229,112,15,0,0,0,0
1141,0,Fake,3163,0,0,0,81,224,299,422,527,669,720,795,957,1104,1152,1247,1347,1456,1578,1676,1759,1838,1986,2114,2197,2250,2411,2455,2559,2679,2787,2869,3025,3163,2950,2859,2675,2544,2429,2417,2258,2093,2071,1886,1775,1657,1532,1450,1318,1188,1023,975,817,750,649,567,448,320,220,124,2,0,0,0,0
1142,0,Fake,3091,0,0,0,111,341,274,461,540,614,726,831,928,1011,1134,1231,1350,1582,1564,1701,1769,1936,1991,2074,2170,2256,2378,2470,2559,2696,2768,2875,2998,3091,2858,2819,2814,2582,2448,2358,2206,2087,1999,1866,1749,1617,1535,1396,1458,1115,1197,977,864,811,706,533,437,349,84,118,12,0,0,0,0
1143,0,Fake,3097,0,0,0,97,205,308,411,523,625,720,832,933,1051,1152,1252,1353,1463,1579,1680,1774,1863,1968,2075,2185,2283,2373,2480,2559,2690,2800,2886,2992,3097,2962,2833,2694,2559,2454,2349,2229,2112,1993,1874,1766,1661,1535,1426,1315,1207,1096,976,866,754,659,550,433,329,231,128,21,0,0,0,0
1144,0,Fake,3107,0,0,0,0,213,207,429,528,624,723,842,953,1038,1100,1266,1405,1474,1608,1689,1755,1904,1973,2086,2167,2261,2374,2490,2605,2721,2778,2885,3027,3107,2958,2907,2698,2559,2467,2313,2224,2108,1990,1858,1752,1635,1475,1399,1289,1231,1082,973,861,756,643,527,489,333,227,66,0,0,0,0,0
1145,0,Fake,3110,0,0,0,56,196,301,368,527,625,720,835,946,1058,1148,1260,1344,1441,1507,1663,1805,1870,2042,2119,2183,2274,2365,2484,2595,2681,2770,2864,3022,3110,3091,2814,2679,2539,2465,2343,2232,2124,1977,1870,1802,1654,1535,1412,1341,1248,1105,797,865,757,651,503,423,333,248,80,0,0,0,0,0
1146,0,Fake,3109,0,0,0,82,196,286,362,464,611,735,834,940,1036,1179,1238,1338,1447,1597,1664,1800,1903,1862,2102,2342,2283,2359,2479,2604,2609,2768,2880,3049,3109,3023,2954,2683,2544,2523,2345,2224,2109,2107,1936,1785,1644,1527,1425,1517,1194,1124,997,1138,763,651,534,432,317,201,80,1,0,0,0,0
1147,0,Fake,3133,0,0,3,145,206,304,417,500,637,721,826,912,1001,1153,1255,1355,1429,1535,1679,1772,1877,1969,2097,2191,2241,2410,2478,2495,2709,2794,2893,3019,3133,2969,2819,2663,2559,2453,2333,2183,2112,1953,2011,1753,1642,1795,1417,1319,1206,1091,995,875,749,608,546,469,304,283,179,0,0,0,0,0
1148,0,Fake,3158,0,0,4,84,214,299,366,678,561,705,910,925,1041,1152,1247,1337,1473,1584,1669,1774,1904,1915,2054,2112,2161,2371,2473,2559,2736,2758,2882,3001,3158,2963,2811,2678,2637,2435,2288,2291,2110,1993,1874,1776,1662,1553,1414,1319,1182,1092,973,889,779,467,547,446,330,222,147,23,0,0,0,0
1149,0,Fake,3105,0,0,0,165,154,307,474,528,677,718,849,953,1023,1158,1317,1241,1393,1587,1653,1766,1813,1983,2085,2170,2289,2389,2471,2558,2672,2874,2897,2939,3105,2980,2823,2693,2607,2508,2362,2222,2160,2006,1882,1791,1793,1459,1463,1309,1230,1089,971,870,761,649,576,577,295,199,83,32,0,0,0,0
1150,0,Fake,3088,0,0,18,109,197,307,410,475,626,733,826,932,1042,1122,1104,1478,1616,1498,1665,1771,1869,2000,2087,2183,2321,2392,2492,2610,2689,2768,2815,2992,3088,2949,2815,2677,2586,2464,2342,2247,2113,1982,1877,1767,1707,1591,1456,1322,1201,1098,973,859,762,656,530,455,327,213,163,0,0,0,0,0
1151,0,Fake,3117,0,0,10,16,291,274,429,475,615,733,820,980,1071,1147,1276,1357,1676,1555,1660,1812,1858,1984,2086,2182,2263,2371,2480,2592,2675,2779,2896,2938,3117,2950,2893,2687,2559,2467,2370,2233,2113,2045,1954,1765,1646,1519,1391,1325,1250,1101,976,865,768,656,560,433,338,230,80,18,0,0,0,0
